Consumed Quantity,Förbrukad Kvantitet,
Consumed Stock Items,Förbrukade Lager Artiklar,
Consumed Stock Total Value,Förbrukad Lager Värde,
Contact,Kontakt,
Contact Desc,Kontakt Beskrivning,
Contact Email,Kontakt E-post,
Contact HTML,Kontakt HTML,
Contact Info,Kontakt Information,
Contact Information,Kontakt Information,
Contact List,Kontakt Lista,
Contact Mobile,Kontakt Mobil,
Contact Mobile No,Kontakt Mobil nr,
Contact Name,Kontakt Namn,
Contact No.,Avtal Nummer.,
Contact Person,Kontakt Person,
Contacts,Kontakter,
Content,Innehåll,
Content Type,Innehållstyp,
Contra Entry,Mot Post,
Contract,Avtal,
Contract Details,Avtal Detaljer,
Contract End Date,Avtal Slut Datum,
Contract Fulfilment Checklist,Avtal Uppfyllelse Checklista,
Contract Period,Avtal Period,
Contract Template,Avtal Mall,
Contract Template Fulfilment Terms,Avtal Mall Uppfyllning Villkor,
Contract Template Help,Avtal Mall Hjälp,
Contract Terms,Avtal Villkor,
Contract Terms and Conditions,Avtal Villkor,
Contribution (%),Bidrag (%),
Contribution to Net Total,Bidrag till Netto Totalt,
Control Action,Kontroll Åtgärd,
Control Action for Cumulative Expense,Kontroll Åtgärd för Ackumulerad Kostnad,
Control Historical Stock Transactions,Tidigare Lager Transaktioner,
Conversion Factor,Konvertering Faktor,
Conversion Rate,Konvertering Sats,
Convert Item Description to Clean HTML in Transactions,Konvertera Artikel Beskrivning till ren HTML i Transaktioner,
Converted,Konverterad,
Copied From,Kopierad Från,
Copy Fields to Variant,Kopiera Fält till Variant,
Corrective,Korrigerande,
Corrective Action,Korrigerande Åtgärd,
Corrective Operation,Korrigerande Åtgärd,
Corrective Operation Cost,Korrigerande Åtgärd Kostnad,
Corrective/Preventive,Korrigerande / Förebyggande,
Cost,Kostnad,
Cost Center,Resultat Enheter,
Cost Center Allocation,Resultat Enhet Tilldelning,
Cost Center Allocation Percentage,Resultat Enhet Procentuell Tilldelning ,
Cost Center Allocation Percentages,Resultat Enhet Procentuell Tilldelning,
Cost Center Name,Resultat Enhet Namn,
Cost Center Number,Resultat Enhet Nummer,
Cost Configuration,Kostnad Inställning,
Cost Per Unit,Kostnad Per Enhet,
Cost of Goods Sold,Kostnad för Sålda Artiklar,
Cost of Poor Quality Report,Kostnad Rapport för Dålig Kvalitet,
Cost to Company (CTC),Totalt Kostnad per År,
Costing,Kostnadsberäkning,
Costing Amount,Kostnadsberäkning Belopp,
Costing Details,Kostnadsberäkning Detaljer,
Costing Rate,Beräknad Pris,
Costing and Billing,Kostnadsberäkning och Fakturering,
Count,Antal,
Country,Land,
Country of Origin,Ursprungsland,
Coupon Code,Kupongkod,
Coupon Code Based,Baserad på Kupong Kod,
Coupon Description,Kupong Beskrivning,
Coupon Name,Kupong Namn,
Coupon Type,Kupong Typ,
Create Chart Of Accounts Based On,Skapa Kontoplan Baserad på,
Create Grouped Asset,Skapa Grupperad Tillgång,
Create Job Card based on Batch Size,Skapa Jobbkort baserad på Parti Storlek,
Create Ledger Entries for Change Amount,Skapa Register Poster för Växel Belopp,
Create Missing Party,Skapa Saknad Parti,
Create Receiver List,Skapa Mottagare Lista,
Create User Permission,Skapa Användare Behörighet,
Create in Draft Status,Skapa i Utkast Status,
Credit,Kredit,
Credit Amount,Kredit Belopp,
Credit Amount in Account Currency,Kredit Belopp i Konto Valuta,
Credit Amount in Reporting Currency,Kredit Belopp i Rapportering Valuta,
Credit Amount in Transaction Currency,Kredit Belopp i Transaktion Valuta,
Credit Card Entry,Kredit Kort Post,
Credit Days,Kredit Dagar,
Credit Limit,Kredit Gräns,
Credit Limit Settings,Kredit Gräns Inställningar,
Credit Limit and Payment Terms,Kredit Gräns och Betalning Villkor,
Credit Limits,Kredit Gräns,
Credit Months,Kredit Månader,
Credit Note,Kredit Faktura,
Credit Note Issued,Kredit Faktura Skapad,
"Credit Note will update it's own outstanding amount, even if 'Return Against' is specified.","Kredit Faktura kommer att uppdatera sitt eget utestående belopp, även om ""Retur Mot"" är angivet.",
Credit To,Kredit Till,
Credit in Company Currency,Kredit i Bolag Valuta,
Criteria,Kriterier,
Criteria Formula,Kriterier Formel,
Criteria Name,Kriterier Namn,
Criteria Setup,Kriterier Inställningar,
Criteria Weight,Kriterier Prioritet,
Cross Listing of Item in multiple groups,Korslistning av Artikel i flera grupper,
Currency,Valuta,
Currency Exchange,Valutaväxling Kurs,
Currency Exchange Settings,Valutaväxling Inställningar,
Currency Exchange Settings Details,Valutaväxling Inställning Detaljer,
Currency Exchange Settings Result,Valutaväxling Inställning Resultat,
Currency and Price List,Valuta och Prislista,
Current Address,Aktuell Adress,
Current Address Is,Aktuell Adress är,
Current Amount,Aktuell Belopp,
Current Asset,Aktuell Tillgång,
Current Asset Value,Aktuell Tillgång Värde,
Current BOM,Aktuell Stycklista,
Current Exchange Rate,Aktuell Växel Kurs,
Current Index,Aktuellt Index,
Current Invoice End Date,Aktuell Faktura Slut Datum,
Current Invoice Start Date,Aktuell Faktura Start Datum,
Current Level,Aktuell Nivå,
Current Liability,Aktuell Skuld,
Current Node,Aktuell Nod,
Current Qty,Aktuell Kvantitet,
Current Serial / Batch Bundle,Aktuell Serie / Parti Paket,
Current Serial No,Aktuellt Serie Nummer,
Current State,Aktuell Tillstånd,
Current Stock,Aktuell Lager,
Current Valuation Rate,Aktuell Värderingssats,
Custodian,Ansvarig,
Custody,Ansvarig,
Custom,Anpassad,
Custom API,Anpassad API,
Custom Financial Statement,Anpassad Finansiell Rapport,
Custom Remarks,Anpassade Anmärkningar,
Custom delimiters,Anpassade Avgränsare,
Custom?,Anpassad?,
Customer,Kund,
Customer ,Kund,
Customer / Item / Item Group,Kund / Artikel / Artikel Grupp,
Customer / Lead Address,Kund / Potentiell Kund Adress,
Customer Acquisition and Loyalty,Kund Förvärv och Lojalitet,
Customer Address,Kund Adress,
Customer Code,Kund Kod,
Customer Contact,Kund Kontakt,
Customer Contact Email,Kund Kontakt E-post,
Customer Credit Balance,Kund Kredit Saldo,
Customer Credit Limit,Kund Kredit Gräns,
Customer Currency,Kund Valuta,
Customer Defaults,Kund Standard,
Customer Details,Kund Detaljer,
Customer Feedback,Kund Återkoppling,
Customer Group,Kund Grupp,
Customer Group Item,Kund Grupp Artikel,
Customer Group Name,Kund Grupp Namn,
Customer Groups,Kund Grupper,
Customer Item,Kund Artikel,
Customer Items,Kund Artiklar,
Customer Ledger Summary,Kund Register,
Customer Mobile No,Kund Mobil Nummer,
Customer Name,Kund Namn,
Customer Naming By,Kund Namngivning efter,
Customer Number,Kundnummer,
Customer Number At Supplier,Kundnummer hos Leverantör,
Customer Numbers,Kundnummer,
Customer PO Details,Kund Inköp Order Detaljer,
Customer Portal Users,Portal  Användare,
Customer Primary Address,Primär Adress,
Customer Primary Contact,Primär Kontakt,
Customer Provided,Kund Försedd,
Customer Provided Item Cost,Kund Försedd Artikel Kostnad,
Customer Territory, Kund Distrikt,
Customer Type,Kund Typ,
Customer Warehouse,Kund Lager,
Customer Warehouse (Optional),Kund Lager (valfritt),
Customer or Item,Kund eller Artikel,
Customer's Item Code,Kund Artikel Kod,
Customer's Purchase Order,Kund Inköp Order,
Customer's Purchase Order Date,Kund Inköp Order Datum,
Customer's Purchase Order No,Kund Inköp Order Nummer,
Customer-wise Item Price,Artikel Pris per Kund,
Customers,Kunder,
Customers Without Any Sales Transactions,Kunder Utan Försäljning Transaktioner,
Customerwise Discount,Rabatt per Kund,
Customs Tariff Number,Tull Tariff Nummer,
DFS,DFS,
Daily,Dagsvis,
Daily Time to send,Daglig Tid att Skicka,
Daily Timesheet Summary,Daglig Tidrapport Översikt,
Daily Yield (%),Daglig Produktion (%),
Dashboard,Översikt Panel,
Data Fetch Method,Data Hämtning Metod,
Data Import Configuration,Data Import Inställningar,
Data Source,Data Källa,
Date,Datum,
Date ,Datum ,
Date Of Retirement,Pensionering Datum,
Date Settings,Datum Inställningar,
Date of Birth,Födelsedag Datum,
Date of Commencement,Start Datum,
Date of Establishment,Etablering Datum,
Date of Incorporation,Bolagisering Datum,
Date of Issue,Utgivning Datum,
Date of Joining,Anställning Datum,
Dates,Datum,
Dates to Process,Datum att Bearbeta,
Day,Dag,
Day Of Week,Veckodag,
Day of Week,Veckodag,
Day to Send,Dag att Skicka,
Day(s) after invoice date,Dag(ar) efter Faktura Datum,
Day(s) after the end of the invoice month,Dag(ar) efter Faktura Månad slut,
Days,Dagar,
Days Until Due,Dagar till Förfallodatum,
Days before the current subscription period,Dagar före aktuell prenumeration period,
DeLinked,Bortkoppplad,
Deal Owner,Ansvarig,
Debit,Debet,
Debit / Credit Note Posting Date,Debet / Kredit Faktura Registrering Datum,
Debit Amount,Debet Belopp,
Debit Amount in Account Currency,Debet Belopp i Konto Valuta,
Debit Amount in Reporting Currency,Debet Belopp i Rapportering Valuta,
Debit Amount in Transaction Currency,Debet Belopp i Transaktion Valuta,
Debit Note,Debet Faktura,
Debit Note Issued,Debet Faktura Skapad,
"Debit Note will update it's own outstanding amount, even if 'Return Against' is specified.","Debet Faktura kommer att uppdatera sitt eget utestående belopp, även om ""Retur Mot"" är angivet.",
Debit To,Debet Till,
Debit in Company Currency,Debet i Bolag Valuta,
Debit to,Debet till,
Debit-Credit Mismatch,Debet-Kredit överensstämmer ej,
Debit-Credit mismatch,Debet-Kredit överensstämmer ej,
Deduct,Dra av,
Deductee Details,Avdragsberättigad Detaljer,
Deductions or Loss,Avdrag eller Förlust,
Default,Standard,
Default Account,Standard Konto,
Default Accounts,Standard Konto,
Default Advance Account,Standard Förskött Konto,
Default Advance Paid Account,Standard Förskött Skuld Konto,
Default Advance Received Account,Standard Förskött Intäkt Konto,
Default BOM,Standard Stycklista,
Default Bank Account,Standard Bank Konto,
Default Billing Rate,Standard Fakturering Pris,
Default Buying Cost Center,Standard Inköp Resultat Enhet,
Default Buying Price List,Standard Inköp Pris lista,
Default Buying Terms,Standard Inköp Villkor,
Default COGS Account,Standard Kostnad Konto för Sålda Artiklar,
Default Cash Account,Standard Kassa Konto,
Default Common Code,Standard Gemensam Kod,
Default Company,Standard Bolag,
Default Company Bank Account,Standard Bank Konto,
Default Cost Center,Standard Resultat Enhet,
Default Cost of Goods Sold Account,Standard Kostnad Konto (Inköp),
Default Costing Rate,Standard Beräknad Pris,
Default Currency,Standard Valuta,
Default Customer Group,Standard Kund Grupp,
Default Deferred Expense Account,Standard Uppskjuten Kostnad Konto (Inköp),
Default Deferred Revenue Account,Standard Uppskjuten Intäkt Konto (Försäljning),
Default Dimension,Standard Dimension,
Default Discount Account,Standard Rabatt Konto,
Default Distance Unit,Standard Avstånd Enhet,
Default Expense Account,Standard Kostnad Konto,
Default Finance Book,Standard Finans Register,
Default Finished Goods Warehouse,Standard Färdig Artikel Lager,
Default Holiday List,Standard Helg Lista,
Default In-Transit Warehouse,Standard I Transit Lager,
Default Income Account,Standard Intäkt Konto (Försäljning),
Default Inventory Account,Standard Lager Konto,
Default Item Group,Standard Artikel Grupp,
Default Item Manufacturer,Standard Artikel Producent,
Default Letter Head,Standard Sidhuvud,
Default Manufacturer Part No,Standard Producent Artikel Nummer,
Default Material Request Type,Standard Material Begäran Typ,
Default Operating Cost Account,Standard Driftskostnad Konto,
Default Payable Account,Standard Skuld Konto,
Default Payment Discount Account,Standard Rabatt Konto,
Default Payment Request Message,Standard Betalning Begäran Meddelande,
Default Payment Terms Template,Standard Betalning Villkor,
Default Price List,Standard Prislista,
Default Priority,Standard Prioritet,
Default Provisional Account,Standard Provisorisk Konto,
Default Provisional Account (Service),Standard Provisoriskt Konto (Tjänst),
Default Purchase Unit of Measure,Standard Inköp Enhet,
Default Quotation Validity Days,Standard Försäljning Offert Giltighetstid (Dagar),
Default Receivable Account,Standard Fordring Konto,
Default Sales Contact,Standard Försäljning Kontakt,
Default Sales Unit of Measure,Standard Försäljning Enhet,
Default Scrap Warehouse,Standard Skrot Lager,
Default Selling Cost Center,Standard Försäljning Resultat Enhet,
Default Selling Terms,Standard Försäljning Villkor,
Default Service Level Agreement,Standard Service Nivå Avtal,
Default Source Warehouse,Standard Från Lager,
Default Stock UOM,Standard Lager Enhet,
Default Stock Valuation Method,Standard Lager Värdering Sätt,
Default Supplier,Standard Leverantör,
Default Supplier Group,Standard Leverantör Grupp,
Default Target Warehouse,Standard Till Lager,
Default Territory, Standard Distrikt,
Default Unit of Measure,Standard Enhet,
Default Valuation Method,Standard Värdering Sätt,
Default Value,Förvald Värde,
Default Warehouse,Standard Lager,
Default Warehouse for Sales Return,Standard Retur Lager,
Default Workstation,Standard Arbetsplats,
Default account will be automatically updated in POS Invoice when this mode is selected.,Standard Konto uppdateras automatiskt i Kassa Faktura när detta läge är valt.,
Default settings for your stock-related transactions,Standard inställningar för lager relaterade transaktioner,
Default: 10 mins,Standard: 10 minuter,
Defaults,Standard,
Deferred Accounting,Uppskjuten Bokföring,
Deferred Accounting Defaults,Uppskjuten Bokföring Standard,
Deferred Accounting Settings,Uppskjuten Bokföring Inställningar,
Deferred Expense,Uppskjuten Kostnad,
Deferred Expense Account,Uppskjuten Kostnad Konto,
Deferred Revenue,Uppskjuten Intäkt,
Deferred Revenue Account,Uppskjuten Intäkt Konto,
Deferred Revenue and Expense,Uppskjuten Intäkt och Kostnad,
Delay between Delivery Stops,Försening mellan Leverans Stopp,
Delayed Item Report,Försenad Artikel Rapport,
Delayed Order Report,Försenad Order Rapport,
Delayed Tasks Summary,Försenade Uppgifter Översikt,
Delete Accounting and Stock Ledger Entries on deletion of Transaction,Ta bort Bokföring och Lager Register Poster vid radering av Transaktion,
Delete Bins,Ta bort från Papperskorg,
Delete Cancelled Ledger Entries,Ta bort Annullerade Register Poster,
Delete Leads and Addresses,Ta bort Prospekt och Adresser,
Delete Transactions,Ta bort Transaktioner,
Deleted,Borttagen,
Delimiter options,Avgränsning Alternativ,
Delivered,Levererad,
Delivered By Supplier,Levereras Av Leverantör,
Delivered Items To Be Billed,Levererade Artiklar Att Fakturera,
Delivered Qty,Levererad Kvantitet,
Delivered Qty (in Stock UOM),Levererad Kvantitet (i Lager Enhet),
Delivered by Supplier (Drop Ship),Levereras av Leverantör (Drop Ship),
Delivery,Leverans,
Delivery Date,Leverans Datum,
Delivery Details,Leverans Detaljer,
Delivery Manager,Leverans Ansvarig,
Delivery Note,Försäljning Följesedel,
Delivery Note Item,Försäljning Följesedel Artikel,
Delivery Note No,Försäljning Följesedel Nummer,
Delivery Note Packed Item,Försäljning Följesedel Packad Artikel,
Delivery Note Trends,Försäljning Följesedel Trender,
Delivery Schedule Item,Leverans Schema Artikel,
Delivery Settings,Leverans Inställningar,
Delivery Status,Leverans Status,
Delivery Stop,Leverans Stopp,
Delivery Stops,Leverans Stopp,
Delivery To,Leverera Till,
Delivery Trip,Leverans Rutt,
Delivery User,Leverans Användare,
Delivery Warehouse,Leverans Lager,
Delivery to,Leverera Till,
Demand,Efterfråga,
Demand Qty,Efterfrågad Antal,
Demo Company,Demo Bolag,
Department,Avdelning,
Departure Time,Avgång Tid,
Dependant SLE Voucher Detail No,Beroende SLE Verifikat Detalj Nummer,
Dependencies,Beroenden,
Dependent Task,Beroende Uppgift,
Dependent Tasks,Beroende Uppgifter,
Depends on Tasks,Beroende av Uppgifter,
Deposit,Insättning,
Depreciate based on daily pro-rata,Skriv av baserat på dagliga proportioner,
Depreciate based on shifts,Avskrivning baserat på Skift,
Depreciation,Avskrivning,
Depreciation Amount,Avskrivning Belopp,
Depreciation Details,Avskrivning Detaljer,
Depreciation Entry,Avskrivning Post,
Depreciation Entry Posting Status,Avskrivning Post Registrering Status,
Depreciation Expense Account,Kostnad Avskrivning Konto,
Depreciation Method,Avskrivning Sätt,
Depreciation Options,Avskrivning Alternativ,
Depreciation Posting Date,Avskrivning Registrering Datum,
Depreciation Schedule,Avskrivning Schema,
Depreciation Schedule View,Avskrivning Schema Vy,
Description,Beskrivning,
Description of Content,Beskrivning av Innehåll,
"Descriptive name for your template (e.g., 'Standard P&L', 'Detailed Balance Sheet')","Beskrivande namn för din mall (t.ex. ""Standard Resultaträkning"", ""Detaljerad Balansräkning"")",
Designation,Befattning,
Desk User,Skrivbord Användare,
Detailed Reason,Detaljerad Anledning,
Details,Detaljer,
Determine Address Tax Category From,Adress Moms Kategori baserat på,
Diesel,Diesel,
Difference,Differens,
Difference (Dr - Cr),Differens (Dr - Cr),
Difference Account,Differens Konto,
Difference Amount,Differens Belopp,
Difference Amount (Company Currency),Differens Belopp (Bolag Valuta),
Difference Posting Date,Differens Registrering Datum,
Dimension Defaults,Dimension Standard,
Dimension Details,Dimension Detaljer,
Dimension Filter Help,Dimension Filter Hjälp,
Dimension Name,Dimension Namn,
Dimension-wise Accounts Balance Report,Bokföring Saldo Rapport per Dimension,
Dimensions,Dimensioner,
Direct Expense,Direkta Kostnader,
Direct Income,Direkta Intäkter,
Disable,Inaktivera,
Disable Capacity Planning,Inaktivera Kapacitet Planering,
Disable In Words,Inaktivera i Ord,
Disable Last Purchase Rate,Inaktivera Senaste Inköp Pris,
Disable Rounded Total,Inaktivera Avrundad Totalt Belopp,
Disable Serial No And Batch Selector,Inaktivera Serie Nummer och Parti Väljare,
Disable template to prevent use in reports,Inaktivera mall för att förhindra användning i rapporter,
Disabled,Inaktiverad,
Disables auto-fetching of existing quantity,Inaktiverar automatisk hämtning av befintlig kvantitet,
Disassemble,Demontera,
Disassembled Qty,Demonterad Kvantitet,
Disbursed,Utbetald,
Discard Changes and Load New Invoice,Ignorera Ändringar och Ladda Ny Faktura,
Discount,Rabatt,
Discount (%) on Price List Rate with Margin,Rabatt (%) på Prislista Pris med Marginal,
Discount Account,Rabatt Konto,
Discount Amount,Rabatt Belopp,
Discount Date,Rabatt Datum,
Discount Percentage,Rabatt Procent,
Discount Settings,Rabatt Inställningar,
Discount Type,Rabatt Typ,
Discount Validity,Rabatt Giltighet ,
Discount Validity Based On,Rabatt Giltighet Baserad På,
Discount and Margin,Rabatt och Marginal,
Discount on Other Item,Rabatt på,
Discount on Price List Rate (%),Rabatt på Prislista Pris (%),
Discounted Amount,Rabatterad Belopp,
Discounted Invoice,Rabatterad Faktura,
Discounts,Rabatter,
"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on","Rabatter som ska tillämpas i sekventiella intervall som köp 1 få 1, köp 2 få 2, köp 3 få 3 och så vidare",
Discrepancy between General and Payment Ledger,Avvikelse mellan Bökföring Register och Betalning Register,
Discretionary Reason,Diskretionär Anledning,
Dislikes,Gillar Ej,
Dispatch Address,Avsändare Adress,
Dispatch Address Details,Avsändning Adress Detaljer,
Dispatch Address Name,Avsändare Adress Namn,
Dispatch Address Template,Avsändning Adress Mall,
Dispatch Information,Avsändare Information,
Dispatch Notification Attachment,Avsändare Avisering Bilaga,
Dispatch Notification Template,Avsändare Avisering Mall,
Dispatch Settings,Avsändare Inställningar,
Display Name,Visningsnamn,
Disposal Date,Avskrivning Datum,
Distance,Avstånd,
Distance UOM,Avstånd Enhet,
Distance from left edge,Avstånd från vänstra kant,
Distance from top edge,Avstånd från övre kant,
Distinct unit of an Item,Distinkt enhet av artikel,
Distribute Additional Costs Based On ,Fördela Extra Kostnader Baserat På,
Distribute Charges Based On,Fördela Avgifter Baserad på,
Distribute Equally,Fördela Lika,
Distribute Manually,Fördela Manuellt,
Distributed Discount Amount,Fördelad Rabatt Belopp,
Distribution Frequency,Fördelning Frekvens,
Distribution Name,Fördelning Namn,
Divorced,Skild,
Do Not Contact,Kontakta ej,
Do Not Explode,Utvidga Ej,
Do Not Update Serial / Batch on Creation of Auto Bundle,Uppdatera inte Serie / Parti vid skapande av Automatiskt Paket,
Do Not Use Batch-wise Valuation,Använd inte partivis värdering,
Do not show any symbol like $ etc next to currencies.,Visa inte någon valuta symbol t.ex. $.,
Do not update variants on save,Uppdatera inte varianter vid spara,
DocField,DocType Fält,
DocType,DocType,
Doctype,DocType,
Document Name,Dokument Namn,
Document Type,DocType,
Document Type ,DocType,
Documents,Dokument,
Documents Processed on each trigger. Queue Size should be between 5 and 100,Dokument Behandlade vid varje körning. Kö Storlek ska vara mellan 5 och 100,
Domain,Domän,
Don't Create Loyalty Points,Skapa inte Lojalitet Poäng,
Don't Enforce Free Item Qty,Tvinga Inte Gratis Artikel Kvantitet,
Don't Send Emails,Skicka inte E-post,
Done,Klart,
Doors,Dörrar,
Double Declining Balance,Dubbel Avtagande Balans,
Download Required Materials,Ladda ner Erfordrad Material,
Download Template,Ladda ner Mall,
Downtime,Driftstopp,
Downtime Analysis,Driftstopp Analys,
Downtime Entry,Driftstopp,
Downtime Reason,Driftstopp Anledning,
Draft,Utkast,
Driver,Förare,
Driver Address,Start Adress,
Driver Email,Förare E-post,
Driver Name,Förarens Namn,
Driver licence class,Körkort Klass,
Driving License Categories,Körkort Kategorier,
Driving License Category,Körkort Kategori,
Drop Procedures,Slopa Procedurer,
Drop Ship,Direkt Leverans,
Drops existing SQL Procedures and Function setup by Accounts Receivable report,Slopar befintliga SQL Procedurer och Funktion Inställningar för Fordring rapport,
Due Date,Förfallo Datum,
Due Date Based On,Förfallodatum Baserad På,
Dunning,Påminnelse,
Dunning Amount,Påminnelse Belopp,
Dunning Amount (Company Currency),Påminnelse Avgift (Bolag Valuta),
Dunning Fee,Påminnelse Avgift,
Dunning Letter,Påminnelse Brev,
Dunning Letter Text,Påminnelse Brev Text,
Dunning Level,Påminnelse Nivå,
Dunning Type,Påminnelse Typ,
Duplicate,Kopiera,
Duration,Varaktighet,
Duration (Days),Varaktighet (Dagar),
Dynamic Condition,Dynamiska Villkor,
EAN,EAN,
EAN-8,EAN-8,
ERPNext User ID,System Användare,
Each Transaction,Varje Transaktion,
Edit Posting Date and Time,Ändra Registrering Datum och Tid,
Education,Utbildning,
Educational Qualification,Utbildning & Kvalificering,
Electric,Elektrisk,
Electricity down,Elavbrått,
Electronic Invoice Register,Elektroniskt Faktura Register,
Email,E-post,
Email Account,E-post Konto,
Email Address,E-postadress,
Email Campaign,E-post Kampanj,
Email Campaign For ,E-post Kampanj för,
Email Details,E-post Detaljer,
Email Digest,E-post Utskick,
Email Digest Recipient,E-post Utskick Mottagare,
Email Digest Settings,E-post Utskick Inställningar,
Email Group,E-post Grupp,
Email ID,E-post,
Email Id,E-post,
Email Sent,E-post Skickad,
Email Settings,E-post Inställningar,
Email Template,E-post Mall,
Email sent to,E-post skickad till,
Emergency Contact,Nöd Kontakt,
Emergency Contact Name,Nöd Kontakt Namn,
Emergency Phone,Nöd Kontakt Telefon,
Employee,Personal,
Employee ,Personal,
Employee Advance,Personal Förskott,
Employee Detail,Detalj,
Employee Education,Utbildning,
Employee External Work History,Extern Arbetliv Erfarenhet,
Employee Group,Grupp,
Employee Group Table,Personal Grupp Tabell,
Employee Internal Work History,Intern Arbetserfarenhet,
Employee Name,Namn,
Employee Number,Nummer,
Employee User Id,Användare ID,
Enable Appointment Scheduling,Aktivera Tid Bokning Schema,
Enable Auto Email,Aktivera Automatisk E-post,
Enable Automatic Party Matching,Aktivera Automatiskt Parti Avstämning,
Enable Capital Work in Progress Accounting,Aktivera Kapitalarbete Pågår Bokföring,
Enable Common Party Accounting,Aktivera Gemensam Parti Bokföring,
Enable Deferred Expense,Aktivera Uppskjuten Kostnad,
Enable Deferred Revenue,Aktivera Uppskjuten Intäkt,
Enable European Access,Aktivera Europeisk Åtkomst,
Enable Fuzzy Matching,Aktivera Ungefärlig Avstämning,
Enable Health Monitor,Aktivera System Övervakning,
Enable Immutable Ledger,Aktivera Oförenderlig Register,
Enable Item-wise Inventory Account,Aktivera Lager Konto per Artikel,
Enable Parallel Reposting,Aktivera Parallell Bokföring,
Enable Perpetual Inventory,Aktivera Kontinuerlig Lager Hantering,
Enable Provisional Accounting For Non Stock Items,Aktivera Provisorisk Bokföring för ej Lager Artiklar,
Enable Stock Reservation,Aktivera Lager Reservation,
Enable YouTube Tracking,Aktivera YouTube Spårning,
Enable it if users want to consider rejected materials to dispatch.,Aktivera om användare vill inkludera att avvisat material ska skickas.,
Enable this checkbox even if you want to set the zero priority,Aktivera denna kryssruta även om nollprioritet ska anges,
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",Aktivera detta alternativ för att beräkna daglig avskrivning genom att inkludera totalt antal dagar i hela avskrivning period (inklusive skottår) vid användning av proportionell baserad avskrivning,
Enabled,Aktiverad,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,Om aktiverad hämtas tidrapport vid val av ett Projekt i Försäljning Faktura,
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,Om aktiverad tvingas varje Tidslogg för Jobbkort att ha Från Tid och Till Tid,
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,Aktivera för att säkerställa att varje Inköp Faktura har unikt värde i fält Leverantör Faktura Nummer fält per bokföring år,
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,Aktivera för att möjliggöra bokföring av: <br><br> 1. Mottagna Förskott Betalningar bokförs på <b>Skuld Konto</b> istället för <b>Tillgång Konto</b><br><br>2. Betalade Förskott Betalningar bokförs på <b>Tillgång Konto</b> istället för <b>Skuld Konto</b>,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,Aktivera för att tillåta skapande av fakturor i flera valutor mot enskilt konto i bolag valuta,
Encashment Date,Uttag Datum,
End Date,Slut Datum,
End Time,Slut Tid ,
End date of current invoice's period,Slut Datum för Aktuell Faktura Period,
End of Life,Livslängd,
End of the current subscription period,Slut datum på aktuell prenumeration period,
Enforce Time Logs,Aktivera Tidsloggar,
Ensure Delivery Based on Produced Serial No,Leverans Baserad på Producerad Serie Nummer,
Entity,Entitet,
Entity Type,Entitet Typ,
Entry Type,Post Typ,
Equity,Eget Kapital,
Equity/Liability Account,Eget Kapital / Skuld Konto,
Error,Fel,
Error Description,Fel Beskrivning,
Error Log,Fel Logg,
Error Message,Felmeddelande,
Errors Notification,Fel Avisering,
Estimated Arrival,Beräknad Ankomst,
Estimated Cost,Beräknad Kostnad,
Estimated Time and Cost,Uppskattad Tid och Kostnad,
Evaluation Period,Utvärdering Period,
Event,Händelse,
Example URL,Exempel URL,
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","Exempel:. ABCD ##### Om serie är angiven och Serie Nummer inte anges i transaktioner, skapas Serie Nummer automatiskt utifrån denna serie. Om man alltid vill ange serie nummer för denna artikel lämna det tomt.",
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","Exempel: ABCD.#####. Om serie är angiven och Parti Nummer inte anges i transaktioner kommer Parti Nummer automatiskt att skapas baserat på denna serie. Om man alltid vill ange Parti Nummer för denna artikel, lämna detta tomt. Obs: denna inställning kommer att ha prioritet över Nummer Serie i Lager Inställningar.",
Exception Budget Approver Role,Godkännande Roll för Undantag i Budget,
Excessive machine set up time,Inställning,
Exchange Gain / Loss,Valutaväxling Resultat,
Exchange Gain / Loss Account,Valutaväxling Resultat Konto,
Exchange Gain Or Loss,Valutaväxling Resultat,
Exchange Gain/Loss,Valutaväxling Resultat,
Exchange Rate,Växel Kurs,
Exchange Rate Revaluation,Valutaväxling Kurs Omvärdering,
Exchange Rate Revaluation Account,Valutaväxling Kurs Omvärdering Konto,
Exchange Rate Revaluation Settings,Valutaväxling Kurs Omvärdering Inställningar,
Excise Entry,Punktskatt Post,
