Customer Feedback,Povratne informacije kupca,
Customer Group,Grupa kupaca,
Customer Group Item,Stavke grupe kupaca,
Customer Group Name,Naziv grupe kupaca,
Customer Groups,Grupe kupaca,
Customer Item,Stavka kupca,
Customer Items,Stavke kupca,
Customer Ledger Summary,Rezime knjige kupca,
Customer Mobile No,Broj mobilnog telefona kupca,
Customer Name,Naziv kupca,
Customer Naming By,Naziv kupca po,
Customer Number,Broj kupca,
Customer Number At Supplier,Broj kupca kod dobavljača,
Customer Numbers,Brojevi kupaca,
Customer PO Details,Kupac detalji porudžbenice,
Customer Portal Users,Korisnici portala za kupce,
Customer Primary Address,Primarna adresa kupca,
Customer Primary Contact,Primarni kontakt kupca,
Customer Provided,Pruženo od strane kupca,
Customer Provided Item Cost,Trošak stavke obezbeđene od strane kupca,
Customer Territory,Teritorija kupca,
Customer Type,Vrsta kupca,
Customer Warehouse,Skladište kupca,
Customer Warehouse (Optional),Skladište kupca (opciono),
Customer or Item,Kupac ili stavka,
Customer's Item Code,Šifra stavke kupca,
Customer's Purchase Order,Nabavna porudžbina kupca,
Customer's Purchase Order Date,Datum nabavne porudžbine,
Customer's Purchase Order No,Broj nabavne porudžbine,
Customer-wise Item Price,Cena stavke po kupcu,
Customers,Kupci,
Customers Without Any Sales Transactions,Kupci bez ikakvih prodajnih transakcija,
Customerwise Discount,Popust po kupcu,
Customs Tariff Number,Broj carinske tarife,
DFS,DFS,
Daily,Dnevno,
Daily Time to send,Dnevno vreme za slanje,
Daily Timesheet Summary,Dnevni rezime evidencije vremena,
Daily Yield (%),Dnevni prinos (%),
Dashboard,Kontrolna tabla,
Data Fetch Method,Metod preuzimanja podataka,
Data Import Configuration,Konfiguracija uvoza podataka,
Data Source,Izvor podataka,
Date,Datum,
Date ,Datum ,
Date Of Retirement,Datum penzionisanja,
Date Settings,Podešavanje datuma,
Date of Birth,Datum rođenja,
Date of Commencement,Datum početka,
Date of Establishment,Datum osnivanja,
Date of Incorporation,Datum registracije,
Date of Issue,Datum izdavanja,
Date of Joining,Datum pridruživanja,
Dates,Datumi,
Dates to Process,Datumi za obradu,
Day,Dan,
Day Of Week,Dan u nedelji,
Day of Week,Dan u nedelji,
Day to Send,Dan za slanje,
Day(s) after invoice date,Dan(i) nakon datum izdavanja fakture,
Day(s) after the end of the invoice month,Dan(i) nakon kraja meseca fakture,
Days,Dani,
Days Until Due,Dana do isteka,
Days before the current subscription period,Dani pre trenutnog perioda pretplate,
DeLinked,Otkazano,
Deal Owner,Vlasnik ponude,
Debit,Duguje,
Debit / Credit Note Posting Date,Datum knjiženja dokumenta o povećanju / smanjenju,
Debit Amount,Dugovni iznos,
Debit Amount in Account Currency,Dugovni iznos u valuti računa,
Debit Amount in Reporting Currency,Iznos dugovanja u izveštajnoj valuti,
Debit Amount in Transaction Currency,Dugovni iznos u valuti transakcije,
Debit Note,Dokument o povećanju,
Debit Note Issued,Dokument o povećanju izdat,
"Debit Note will update it's own outstanding amount, even if 'Return Against' is specified.","Dokument o povećanju će ažurirati sopstveni iznos koji nije izmiren, čak i ukoliko je polje 'Povrat po osnovu' specifično navedeno.",
Debit To,Duguje prema,
Debit in Company Currency,Duguje u valuti kompanije,
Debit to,Duguje prema,
Debit-Credit Mismatch,Duguje-Potražuje nisu u ravnoteži,
Debit-Credit mismatch,Duguje-Potražuje nisu u ravnoteži,
Deduct,Odbij,
Deductee Details,Podaci o entitetu gde se vrši odbitak,
Deductions or Loss,Odbitak ili gubitak,
Default,Podrazumevano,
Default Account,Podrazumevani račun,
Default Accounts,Podrazumevani računi,
Default Advance Account,Podrazumevani račun avansa,
Default Advance Paid Account,Podrazumevani račun datih avansa,
Default Advance Received Account,Podrazumevani račun primljenih avansa,
Default BOM,Podrazumevana sastavnica,
Default Bank Account,Podrazumevani tekući račun,
Default Billing Rate,Podrazumevana fakturisana cena,
Default Buying Cost Center,Podrazumevani troškovni centar za nabavku,
Default Buying Price List,Podrazumevani cenovnik za nabavku,
Default Buying Terms,Podrazumevani uslovi nabavke,
Default COGS Account,Podrazumevani račun troška prodate robe,
Default Cash Account,Podrazumevana blagajna,
Default Common Code,Podrazumevana zajednička šifra,
Default Company,Podrazumevana kompanija,
Default Company Bank Account,Podrazumevani tekući račun,
Default Cost Center,Podrazumevani troškovni centar,
Default Cost of Goods Sold Account,Podrazumevani račun troška prodate robe,
Default Costing Rate,Podrazumevana stopa troška,
Default Currency,Podrazumevana valuta,
Default Customer Group,Podrazumevana grupa kupaca,
Default Deferred Expense Account,Podrazumevani račun razgraničenih rashoda,
Default Deferred Revenue Account,Podrazumevani račun razgraničenih prihoda,
Default Dimension,Podrazumevana dimenzija,
Default Discount Account,Podrazumevani račun za popust,
Default Distance Unit,Podrazumevani jedinica udaljenosti,
Default Expense Account,Podrazumevani račun rashoda,
Default Finance Book,Podrazumevana finansijska evidencija,
Default Finished Goods Warehouse,Podrazumevano skladište gotovih proizvoda,
Default Holiday List,Podrazumevana lista praznika,
Default In-Transit Warehouse,Podrazumevana opcija za robu na putu,
Default Income Account,Podrazumevani račun prihoda,
Default Inventory Account,Podrazumevani račun inventara,
Default Item Group,Podrazumevana grupa stavki,
Default Item Manufacturer,Podrazumevani proizvođač stavki,
Default Letter Head,Podrazumevano zaglavlje,
Default Manufacturer Part No,Podrazumevani proizvodni broj,
Default Material Request Type,Podrazumevana vrsta zahteva za nabavku,
Default Operating Cost Account,Podrazumevani račun operativnih troškova,
Default Payable Account,Podrazumevani račun obaveza,
Default Payment Discount Account,Podrazumevani račun za popust na plaćanje,
Default Payment Request Message,Podrazumevana poruka u zahtevu za naplatu,
Default Payment Terms Template,Podrazumevani šablon uslova plaćanja,
Default Price List,Podrazumevani cenovnik,
Default Priority,Podrazumevani prioritet,
Default Provisional Account,Podrazumevani privremeni račun,
Default Provisional Account (Service),Podrazumevani privremeni račun (usluga),
Default Purchase Unit of Measure,Podrazumevana jedinica mere za nabavku,
Default Quotation Validity Days,Podrazumevani broj dana važenja ponude,
Default Receivable Account,Podrazumevani račun potraživanja,
Default Sales Contact,Podrazumevani kontakt za prodaju,
Default Sales Unit of Measure,Podrazumevana jedinica mere za prodaju,
Default Scrap Warehouse,Podrazumevano skladište za otpis,
Default Selling Cost Center,Podrazumevani troškovni centar za prodaju,
Default Selling Terms,Podrazumevani uslovi prodaje,
Default Service Level Agreement,Podrazumevani sporazum o nivou usluge,
Default Source Warehouse,Podrazumevano izvorno skladište,
Default Stock UOM,Podrazumevana jedinica mera zaliha,
Default Stock Valuation Method,Podrazumevana metoda vrednovanja zaliha,
Default Supplier,Podrazumevani dobavljač,
Default Supplier Group,Podrazumevana grupa dobavljača,
Default Target Warehouse,Podrazumevano ciljno skladište,
Default Territory,Podrazumevana teritorija,
Default Unit of Measure,Podrazumevana jedinica mere,
Default Valuation Method,Podrazumevani metod vrednovanja,
Default Value,Podrazumevana vrednost,
Default Warehouse,Podrazumevano skladište,
Default Warehouse for Sales Return,Podrazumevano skladište za povraćaj prodaje,
Default Workstation,Podrazumevana radna stanica,
Default account will be automatically updated in POS Invoice when this mode is selected.,Podrazumevani račun će biti automatski ažuriran u fiskalnom računu kada je ovaj režim izabran.,
Default settings for your stock-related transactions,Podrazumevana podešavanja za transakcije vezane za zalihe,
Default: 10 mins,Podrazumevano: 10 minuta,
Defaults,Podrazumevane vrednosti,
Deferred Accounting,Vremensko razgraničenje,
Deferred Accounting Defaults,Podrazumevana podešavanja vremenskog razgraničenja,
Deferred Accounting Settings,Podešavanje vremenskog razgraničenja,
Deferred Expense,Razgraničeni rashodi,
Deferred Expense Account,Račun razgraničenih rashoda,
Deferred Revenue,Razgraničeni prihodi,
Deferred Revenue Account,Račun razgraničenih prihoda,
Deferred Revenue and Expense,Razgraničeni prihodi i rashodi,
Delay between Delivery Stops,Kašnjenje između dostavnih stanica,
Delayed Item Report,Izveštaj o odloženim stavkama,
Delayed Order Report,Izveštaj o odloženim narudžbinama,
Delayed Tasks Summary,Rezime odloženih zadataka,
Delete Accounting and Stock Ledger Entries on deletion of Transaction,Obriši računovodstvene unose i unose u knjigu zaliha pri brisanju transakcije,
Delete Bins,Obriši zapise o stanju stavki,
Delete Cancelled Ledger Entries,Obriši otkazane knjigovodstvene unose,
Delete Leads and Addresses,Obriši potencijalne klijente i adrese,
Delete Transactions,Obriši transakcije,
Deleted,Obrisano,
Delimiter options,Opcije za razdvajanje,
Delivered,Isporučeno,
Delivered By Supplier,Isporučeno od strane dobavljača,
Delivered Items To Be Billed,Isporučene stavke koje treba fakturisati,
Delivered Qty,Isporučena količina,
Delivered Qty (in Stock UOM),Isporučena količina (u jedinici mere zaliha),
Delivered by Supplier (Drop Ship),Isporučeno od strane dobavljača (direktna dostava),
Delivery,Isporuka,
Delivery Date,Datum isporuke,
Delivery Details,Detalji isporuke,
Delivery Manager,Menadžer isporuke,
Delivery Note,Otpremnica,
Delivery Note Item,Stavka na otpremnici,
Delivery Note No,Broj otpremnice,
Delivery Note Packed Item,Otpremnica za upakovanu stavku,
Delivery Note Trends,Analiza otpremnica,
Delivery Schedule Item,Stavka rasporeda isporuke,
Delivery Settings,Podešavanje isporuke,
Delivery Status,Status,
Delivery Stop,Mesto zaustavljanja isporuke,
Delivery Stops,Mesta zaustavljanja isporuke,
Delivery To,Dostava ka,
Delivery Trip,Ruta isporuke,
Delivery User,Korisnik isporuke,
Delivery Warehouse,Skladište za isporuku,
Delivery to,Isporuka ka,
Demand,Potražnja,
Demand Qty,Količina potražnje,
Demo Company,Demo kompanija,
Department,Odeljenje,
Departure Time,Vreme polaska,
Dependant SLE Voucher Detail No,Broj detalja naloga za zavisni unos na kartici zaliha,
Dependencies,Zavisnosti,
Dependent Task,Zavisan zadatak,
Dependent Tasks,Zavisan zadatak,
Depends on Tasks,Zavisi od zadatka,
Deposit,Depozit,
Depreciate based on daily pro-rata,Amortizovati na osnovu dnevne proporcije,
Depreciate based on shifts,Obračunaj amortizaciju na osnovu smena,
Depreciation,Amortizacija,
Depreciation Amount,Iznos amortizacije,
Depreciation Details,Detalji amortizacije,
Depreciation Entry,Unos amortizacije,
Depreciation Entry Posting Status,Status knjiženja unosa amortizacije,
Depreciation Expense Account,Račun za trošak amortizacije,
Depreciation Method,Metoda amortizacije,
Depreciation Options,Opcije amortizacije,
Depreciation Posting Date,Datum knjiženja amortizacije,
Depreciation Schedule,Raspored amortizacije,
Depreciation Schedule View,Pregled rasporeda amortizacije,
Description,Opis,
Description of Content,Opis sadržaja,
"Descriptive name for your template (e.g., 'Standard P&L', 'Detailed Balance Sheet')","Opisni naziv Vašeg šablona (npr. 'Standardni bilans uspeha', 'Detaljan bilans stanja')",
Designation,Titula,
Desk User,Korisnik radne površine,
Detailed Reason,Detaljan razlog,
Details,Detalji,
Determine Address Tax Category From,Odredi poresku kategoriju adrese iz,
Diesel,Dizel,
Difference,Razlika,
Difference (Dr - Cr),Razlika (Duguje - Potražuje),
Difference Account,Račun razlike,
Difference Amount,Iznos razlike,
Difference Amount (Company Currency),Iznos razlike (valuta kompanije),
Difference Posting Date,Datum knjiženja razlike,
Dimension Defaults,Podrazumevane vrednosti dimenzije,
Dimension Details,Detalji dimenzije,
Dimension Filter Help,Pomoć za filter dimenzije,
Dimension Name,Naziv dimenzije,
Dimension-wise Accounts Balance Report,Izveštaj o stanju računa po dimenzijama,
Dimensions,Dimenzije,
Direct Expense,Direktan trošak,
Direct Income,Direktan prihod,
Disable,Onemogući,
Disable Capacity Planning,Onemogući planiranje kapaciteta,
Disable In Words,Onemogući slovnu oznaku,
Disable Last Purchase Rate,Onemogući cenu iz poslednje nabavke,
Disable Rounded Total,Onemogući zaokruženi ukupni iznos,
Disable Serial No And Batch Selector,Onemogući broj serije i selektor šarže,
Disable template to prevent use in reports,Onemogućite šablon da biste sprečili njegovo korišćenje u izveštajima,
Disabled,Onemogućeno,
Disables auto-fetching of existing quantity,Onemogućava automatsko povlačenje postojeće količine,
Disassemble,Demontirati,
Disassembled Qty,Demontirana količina,
Disbursed,Isplaćeno,
Discard Changes and Load New Invoice,Odbaci promene i učitaj novu fakturu,
Discount,Popust,
Discount (%) on Price List Rate with Margin,Popust (%) na cenu iz cenovnika sa maržom,
Discount Account,Račun za popust,
Discount Amount,Iznos popusta,
Discount Date,Datum popusta,
Discount Percentage,Procenat popusta,
Discount Settings,Podešavanje popusta,
Discount Type,Vrsta popusta,
Discount Validity,Važenje popusta,
Discount Validity Based On,Važenje popusta zasnovano na,
Discount and Margin,Popust i marža,
Discount on Other Item,Popust na drugu stavku,
Discount on Price List Rate (%),Popust na cenu iz cenovnika (%),
Discounted Amount,Iznos sa popustom,
Discounted Invoice,Faktura sa popustom,
Discounts,Popusti,
"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on","Popusti koji se primenjuju u sekvencijalnom opsegu kao što su kupi 1 dobij 1, kupi 2 dobij 2, kupi 3 dobij 3 i tako dalje",
Discrepancy between General and Payment Ledger,Neslaganje između glavne knjige i evidencije uplata,
Discretionary Reason,Diskrecioni razlog,
Dislikes,Negativne ocene,
Dispatch Address,Adresa otpreme,
Dispatch Address Details,Detalji adrese otpreme,
Dispatch Address Name,Naziv adrese otpreme,
Dispatch Address Template,Šablon adrese otpreme,
Dispatch Information,Informacije o otpremi,
Dispatch Notification Attachment,Prilog uz obaveštenje o otpremi,
Dispatch Notification Template,Šablon obaveštenja o otpremi,
Dispatch Settings,Postavke otpreme,
Display Name,Naziv za prikaz,
Disposal Date,Datum otuđenja,
Distance,Razdaljina,
Distance UOM,Jedinica mere za razdaljinu,
Distance from left edge,Razdaljina od levog ruba,
Distance from top edge,Razdaljina od gornjeg ruba,
Distinct unit of an Item,Jedinstvena jedinica stavke,
Distribute Additional Costs Based On ,Raspodeli dodatne troškove na osnovu ,
Distribute Charges Based On,Raspodeli troškove zasnovane na,
Distribute Equally,Raspodeli ravnomerno,
Distribute Manually,Raspodeli ručno,
Distributed Discount Amount,Iznos raspoređenog popusta,
Distribution Frequency,Učestalost distribucije,
Distribution Name,Naziv distribucije,
Divorced,Razveden,
Do Not Contact,Ne kontaktiraj,
Do Not Explode,Ne raščlanjuj,
Do Not Update Serial / Batch on Creation of Auto Bundle,Nemojte ažurirati seriju / šaržu prilikom kreiranja automatskog paketa,
Do Not Use Batch-wise Valuation,Ne koristi vrednovanje po šaržama,
Do not show any symbol like $ etc next to currencies.,Ne prikazuj nikakve oznake poput $ pored valuta.,
Do not update variants on save,Nemojte ažurirati varijante prilikom čuvanja,
DocField,Polje dokumenta,
DocType,DocType,
Doctype,DocType,
Document Name,Naziv dokumenta,
Document Type,Vrsta dokumenta,
Document Type ,Vrsta dokumenta ,
Documents,Dokumenta,
Documents Processed on each trigger. Queue Size should be between 5 and 100,Dokumenti obrađeni pri svakom okidaču. Veličina reda treba da bude između 5 i 100,
Domain,Domen,
Don't Create Loyalty Points,Ne kreiraj poene lojalnosti,
Don't Enforce Free Item Qty,Ne primenjuj obaveznu količinu besplatnih stavki,
Don't Send Emails,Nemoj slati imejlove,
Done,Završeno,
Doors,Vrata,
Double Declining Balance,Dvostruki opadajući saldo,
Download Required Materials,Preuzmi potrebne materijale,
Download Template,Preuzmi šablon,
Downtime,Zastoj,
Downtime Analysis,Analiza zastoja,
Downtime Entry,Unos zastoja,
Downtime Reason,Razlog zastoja,
Draft,Nacrt,
Driver,Vozač,
Driver Address,Adresa vozača,
Driver Email,Imejl vozača,
Driver Name,Ime vozača,
Driver licence class,Klasa vozačke dozvole,
Driving License Categories,Kategorije vozačke dozvole,
Driving License Category,Kategorija vozačke dozvole,
Drop Procedures,Ukloni procedure,
Drop Ship,Direktna dostava,
Drops existing SQL Procedures and Function setup by Accounts Receivable report,Uklanja postojeće SQL procedure i funkcije koje je kreirao izveštaj potraživanja od kupaca,
Due Date,Datum dospeća,
Due Date Based On,Datum dospeća zasnovan na,
Dunning,Opomena,
Dunning Amount,Iznos opomene,
Dunning Amount (Company Currency),Iznos opomene (valuta kompanija),
Dunning Fee,Naknada za opomenu,
Dunning Letter,Pismo opomene,
Dunning Letter Text,Tekst pisma opomene,
Dunning Level,Faze opomene,
Dunning Type,Vrsta opomene,
Duplicate,Duplikat,
Duration,Trajanje,
Duration (Days),Trajanje (dani),
Dynamic Condition,Dinamički uslovi,
EAN,EAN,
EAN-8,EAN-8,
ERPNext User ID,ERPNext ID korisnika,
Each Transaction,Svaka transakcija,
Edit Posting Date and Time,Izmeni datum i vreme knjiženja,
Education,Obrazovanje,
Educational Qualification,Obrazovna kvalifikacija,
Electric,Struja,
Electricity down,Nestanak struje,
Electronic Invoice Register,Registar elektronskih faktura,
Email,Imejl,
Email Account,Imejl nalog,
Email Address,Imejl adresa,
Email Campaign,Imejl kampanja,
Email Campaign For ,Imejl kampanja za ,
Email Details,Detalji imejla,
Email Digest,Imejl izveštaj,
Email Digest Recipient,Primalac imejl izveštaja,
Email Digest Settings,Postavke imejl izveštaja,
Email Group,Imejl grupa,
Email ID,Imejl ID,
Email Id,Imejl ID,
Email Sent,Imejl poslat,
Email Settings,Imejl podešavanja,
Email Template,Imejl šablon,
Email sent to,Imejl poslat,
Emergency Contact,Kontakt u hitnim slučajevima,
Emergency Contact Name,Ime kontakta u hitnim slučajevima,
Emergency Phone,Telefon u hitnim slučajevima,
Employee,Zaposleno lice,
Employee ,Zaposleno lice ,
Employee Advance,Avans zaposlenog lica,
Employee Detail,Detalji zaposlenog lica,
Employee Education,Obrazovanje zaposlenog lica,
Employee External Work History,Istorija rada van kompanije,
Employee Group,Grupa zaposlenih lica,
Employee Group Table,Tabela grupe zaposlenih lica,
Employee Internal Work History,Istorija rada u kompaniji,
Employee Name,Ime zaposlenog lica,
Employee Number,Broj zaposlenog lica,
Employee User Id,Korisnički ID zaposlenog lica,
Enable Appointment Scheduling,Omogućite zakazivanje termina,
Enable Auto Email,Omogućite automatski imejl,
Enable Automatic Party Matching,Omogućite automatsko povezivanje stranke,
Enable Capital Work in Progress Accounting,Omogućite računovodstvo nedovršenih kapitalnih radova,
Enable Common Party Accounting,Omogućite višestruko računovodstveno praćenje stranke,
Enable Deferred Expense,Omogući razgraničeni trošak,
Enable Deferred Revenue,Omogući razgraničeni prihod,
Enable European Access,Omogući evropski pristup,
Enable Fuzzy Matching,Omogući neprecizno usklađivanje,
Enable Health Monitor,Omogući praćenje integriteta stanja,
Enable Immutable Ledger,Omogući nepromenljivu glavnu knjigu,
Enable Item-wise Inventory Account,Omogući račun inventara po stavkama,
Enable Parallel Reposting,Omogućite paralelno ponovno knjiženje,
Enable Perpetual Inventory,Omogući stvarno praćenje inventara,
Enable Provisional Accounting For Non Stock Items,Omogući privremeno računovodstveno praćenje za stavke van zaliha,
Enable Stock Reservation,Omogući rezervaciju zaliha,
Enable YouTube Tracking,Omogući praćenje YouTube-a,
Enable it if users want to consider rejected materials to dispatch.,Omogući ovu opciju ukoliko korisnici žele da uzmu u obzir odbijeni materijal za isporuku.,
Enable this checkbox even if you want to set the zero priority,Omogućite ovu opciju čak i ako želite da postavite nulti prioritet,
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",Omogući ovu opciju za izračunavanje dnevne amortizacije uzimajući u obzir ukupan broj dana u celokupnom periodu amortizacije (uključujući prestupne godine) prilikom korišćenja dnevne amortizacije na bazi dnevnih proporcija,
Enabled,Omogućeno,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,Omogućavanjem ove opcije automatski će se povući evidencija rada kada se odabere projekat u izlaznoj fakturi,
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,Omogućavanjem ove opcije biće obavezno da svaki zapis vremena radne kartice sadrži vreme početka i vreme završetka,
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,Omogućavanjem ove opcije osigurava se da svaka ulazna faktura ima jedinstvenu vrednost u polju Broj fakture dobavljača unutar određene fiskalne godine,
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,Omogućavanjem ove opcije dozvoljava se evidentiranje - <br><br> 1. Primljenih avansa na <b>Račun obaveza</b> umesto na <b>Račun imovine</b><br><br>2. Datih avansa na <b>Račun imovine</b> umesto na <b> Račun obaveza</b>,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,Omogućavanjem ove opcije osigurava se kreiranje faktura u više valuta za jedan račun stranke u valuti kompanije,
Encashment Date,Datum unovčenja,
End Date,Datum završetka,
End Time,Vreme završetka,
End date of current invoice's period,Datum završetka trenutnog perioda fakture,
End of Life,Kraj životnog veka,
End of the current subscription period,Kraj trenutnog perioda pretplate,
Enforce Time Logs,Zahtevaj zapis vremena,
Ensure Delivery Based on Produced Serial No,Osigurajte isporuku na osnovu proizvedenog broja serije,
Entity,Entitet,
Entity Type,Vrsta entiteta,
Entry Type,Vrsta unosa,
Equity,Kapital,
Equity/Liability Account,Račun kapitala/obaveza,
Error,Greška,
Error Description,Opis greške,
Error Log,Evidencija grešaka,
Error Message,Poruka o grešci,
Errors Notification,Obaveštenje o greškama,
Estimated Arrival,Predviđeno vreme dolaska,
Estimated Cost,Procena troškova,
Estimated Time and Cost,Procena vremena i troškova,
Evaluation Period,Period evaluacije,
Event,Događaj,
Example URL,Primer URL-a,
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.","Primer: ABCD.#####
Ukoliko je serija postavljena i broj serije nije naveden u transakcijama, automatski će biti kreiran broj serije na osnovu ove serije. Ukoliko želite da eksplicitno navedete broj serije za ovu stavku, ostavite ovo prazno.",
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","Primer: ABCD.#####. Ukoliko je serija postavljena i broj šarže nije naveden u transakcijama, automatski će biti kreiran broj šarže na osnovu ove serije. Ukoliko želite da eksplicitno navedete broj šarže za ovu stavku, ostavite ovo prazno. Napomena: ovo podešavanje ima prioritet u odnosu na prefiks serije za imenovanje u postavkama zaliha.",
Exception Budget Approver Role,Uloga za odobravanje izuzetaka budžeta,
Excessive machine set up time,Prekomerno vreme podešavanja mašina,
Exchange Gain / Loss,Prihod/Rashod kursnih razlika,
Exchange Gain / Loss Account,Račun prihoda/rashoda kursnih razlika,
Exchange Gain Or Loss,Prihod ili rashod kursnih razlika,
Exchange Gain/Loss,Prihod/Rashod kursnih razlika,
Exchange Rate,Devizni kurs,
Exchange Rate Revaluation,Revalorizacija deviznog kursa,
Exchange Rate Revaluation Account,Račun revalorizacije kursnih razlika,
Exchange Rate Revaluation Settings,Podešavanje revalorizacije deviznog kursa,
Excise Entry,Unos akcize,
Excise Page Number,Broj stranice za akcizu,
Excluded DocTypes,Isključeni DocTypes,
Excluded Fee,Isključena naknada,
Exempted Role,Izuzeta uloga,
Existing Company,Postojeća kompanija,
Existing Company ,Postojeća kompanija ,
Exit Interview Held On,Datum održavanja odlaznog intervjua,
Expected Amount,Očekivani iznos,
Expected Closing Date,Očekivani datum zatvaranja,
Expected Delivery Date,Očekivani datum isporuke,
Expected End Date,Očekivani datum završetka,
Expected Hrs,Očekivani sati,
Expected Start Date,Očekivani datum početka,
Expected Time (in hours),Očekivano vreme (u satima),
Expected Time Required (In Mins),Očekivano potrebno vreme (u minutima),
Expected Value After Useful Life,Očekivana vrednost nakon korisnog veka,
Expense,Trošak,
Expense Account,Račun rashoda,
Expense Claim,Zahtev za trošak,
Expense Head,Grupa troška,
Expenses Included In Asset Valuation,Troškovi uključeni u vrednovanje imovine,
Expenses Included In Valuation,Troškovi uključeni u vrednovanje,
Experimental,Eksperimentalno,
Expired,Isteklo,
Expiry,Istek,
Expiry Date,Datum isteka,
Expiry Duration (in days),Trajanje isteka (u danima),
Exploded Items,Detaljna stavka,
Exponential Smoothing Forecasting,Prognoza eksponencijalnog izravnanja,
Extended Bank Statement,Prošireni bankarski izvod,
External Work History,Eksterna radna istorija,
Extra Material Transfer,Prenos dodatnog materijala,
FG / Semi FG Item,Gotov proizvod / Poluproizvod,
FIFO,FIFO,
FIFO Queue,FIFO red čekanja,
FIFO Queue vs Qty After Transaction Comparison,Poređenje FIFO reda u odnosu na količinu nakon transakcije,
"FIFO Stock Queue (qty, rate)","FIFO red čekanja zaliha (količina, cena)",
Failed,Neuspešno,
Failure Date,Datum neuspeha,
Failure Description,Opis neuspeha,
Family Background,Porodične informacije,
Fax,Faks,
Feedback,Povratna informacija,
Feedback By,Povratna informacija od,
Fees,Naknade,
Fetch Customers,Preuzmi kupce,
Fetch Timesheet in Sales Invoice,Preuzmi evidenciju rada u izlaznoj fakturi,
Fetch Valuation Rate for Internal Transaction,Preuzimanje stope vrednovanja za internu transakciju,
Fetch Value From,Preuzmi vrednost sa,
Field,Polje,
Field Mapping,Mapiranje polja,
Field Name,Naziv polja,
Field in Bank Transaction,Polje u bankarskoj transakciji,
Fieldname,Naziv polja,
Fields,Polja,
Fields will be copied over only at time of creation.,Polja će biti kopirana samo prilikom kreiranja.,
Fieldtype,Vrsta polja,
File to Rename,Fajl za preimenovanje,
Filter Duration (Months),Trajanje filtera (meseci),
Filter by Reference Date,Filter po datumu reference,
Filter on Invoice,Filter po fakturi,
Filter on Payment,Filter po uplati,
Filters,Filteri,
Final BOM,Finalna sastavnica,
Final Product,Finalni proizvod,
Finance Book,Finansijska evidencija,
Finance Book Detail,Detalji finansijske evidencije,
Finance Book Id,ID Finansijske evidencije,
Finance Books,Finansijske evidencije,
Financial Ratios,Finansijski pokazatelji,
Financial Report Row,Red finansijskog izveštaja,
Financial Report Template,Šablon finansijskog izveštaja,
Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ,Finansijski izveštaji će biti generisani korišćenjem doctypes unosa u glavnu knjigu (treba da bude omogućeno ako dokument za zatvaranje perioda nije objavljen za sve godine uzastopono ili nedostaje) ,
Finished Good,Gotov proizvod,
Finished Good BOM,Sastavnica gotovog proizvoda,
Finished Good Item,Stavka gotovog proizvoda,
Finished Good Item Code,Šifra stavke gotovog proizvoda,
Finished Good Item Quantity,Količina gotovog proizvoda,
Finished Good Qty,Količina gotovog proizvoda,
Finished Good Quantity ,Količina gotovog proizvoda ,
Finished Good Serial / Batch,Serija / Šarža gotovog proizvoda,
Finished Good UOM,Jedinica mere gotovog proizvoda,
Finished Goods,Gotovi proizvodi,
Finished Goods Based Operating Cost,Operativni trošak zasnovan na gotovim proizvodima,
Finished Goods Item,Stavke gotovih proizvoda,
Finished Goods Reference,Referenca gotovih proizvoda,
Finished Goods Warehouse,Skaldište gotovih proizvoda,
Finished Goods based Operating Cost,Operativni trošak zasnovan na gotovim proizvodima,
First Email,Prvi imejl,
First Name,Ime,
First Responded On,Prvi odgovor dat na,
First Response Due,Rok za prvi odgovor,
First Response Time,Vreme za prvi odgovor,
First Response Time for Issues,Vreme za prvi odgovor na upite,
First Response Time for Opportunity,Vreme za prvi odgovor na priliku,
Fiscal Year,Fiskalna godina,
Fiscal Year Company,Fiskalna godina kompanije,
Fixed,Fiskno,
Fixed Asset,Osnovna sredstva,
Fixed Asset Account,Račun osnovnih sredstava,
Fixed Asset Defaults,Zadati podaci za osnovna sredstva,
Fixed Asset Register,Registar osnovnih sredstava,
Fixed Deposit Number,Broj fiksnog depozita,
Fixed Outgoing Email Account,Fiksni izlazni imejl nalog,
Fixed Rate,Fiksna cena,
Fixed Time,Fiksno vreme,
Fleet Manager,Menadžer flote,
Float,Decimalni broj,
Floor,Sprat,
